,0,1,2,3,4
0,-0.6075476972112264,-0.12613641460642458,-0.6846063587046353,0.9287147485934539,-1.8444010340502783
1,-0.46700242407710885,2.2924903431515506,0.48881005439557823,0.7102669906606637,1.05553444322415
2,0.05407310034578517,0.25795341634197144,0.5882816497031765,0.8852442386126442,-1.0170070242068927
3,-0.13369303128332746,-0.4381855013323405,0.4934434944281713,-0.19900911984831327,-1.274983607322147
4,0.2934941544378734,0.10895031182666172,0.03172678585903451,1.2726398630294582,1.0714478994473615
5,0.41581801215857345,1.5506792313768636,-0.31137891683028124,-1.3792399073577473,1.3714087866765494
6,0.027711652280479462,-0.3203995767435977,-0.8461704050831389,-0.43342891940622374,-1.337034503851399
7,0.2091721706734753,-1.424321301749055,-0.5534768527406204,0.07479864396419998,-0.5056198334695845
8,1.0524077838685928,0.9714004076895887,0.07683153799891053,-0.4350007751055339,0.552994398084371
9,0.26671630603188184,0.008989408377556884,0.6411027527491543,-0.17770715766502607,0.6962776116386022
10,-1.188725096562167,-0.3316968553727676,0.030076138124335197,-1.1079151721093428,-0.5499248981477401
11,-2.0329095592585493,1.4079178035601656,0.6331082634004426,2.2127468853666246,-0.5266022787234301
12,0.5428816787442755,-0.0844797040595787,1.2920150154310988,-0.17671056902706545,1.6877871519898988
13,-1.0466135423864138,0.6421202085543549,-0.17296173715666704,-1.112064974661889,-0.020702781605266
14,-1.8135217740605873,0.20352189329759104,0.5318740430245957,-1.0170234632092323,-1.8480505423304856
15,0.17254907350770837,0.7862015331815178,-0.07147002970413369,0.8363487706176722,-0.19822888900551977
16,-0.09227256429260688,0.8707258786625259,-0.8391924798450838,0.8232553742097967,0.7017523620288093
17,0.5983605127644394,-0.5079949724231853,0.1361381164613738,-1.4921145922656383,0.6116655365954832
18,1.3695275873478159,-1.7027314169687207,-0.518780976726267,-1.2347032313190298,-2.8809945895530777
19,-0.015723283500143966,-1.692684648582905,-0.619634653490464,0.8743251683618662,1.7195190094755464
20,0.03429008899493663,-0.8484343108566764,0.2688313634086204,-1.7413772017521374,0.12649299011327006
21,-0.15479409625000698,0.8069408900162098,-0.8913106344270815,-0.06455678147092613,-0.1362632948860246
22,-0.17389384321325557,1.3216330610695413,-1.568562411444584,-0.578639109874332,0.4360061099481476
